measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,fourth_split_type,fourth_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,seb_three_cat,label
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Derbyshire and Nottinghamshire,sec_employed,Lower working,itl2_current_geo,Derbyshire and Nottinghamshire,quintile,3,NA,NA,2014-2024,15.036,13.438,16.741,1858,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,15%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Devon,sec_employed,Lower working,itl2_current_geo,Devon,quintile,2,NA,NA,2014-2024,13.126,11.06,15.601,896,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,13%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Dorset and Somerset,sec_employed,Lower working,itl2_current_geo,Dorset and Somerset,quintile,3,NA,NA,2014-2024,14.782,12.707,17.063,1064,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,15%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,East Anglia,sec_employed,Lower working,itl2_current_geo,East Anglia,quintile,3,NA,NA,2014-2024,15.473,13.999,17.084,2177,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,15%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,East Wales,sec_employed,Lower working,itl2_current_geo,East Wales,quintile,2,NA,NA,2014-2024,12.848,10.782,15.31,885,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,13%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,East Yorkshire and Northern Lincolnshire,sec_employed,Lower working,itl2_current_geo,East Yorkshire and Northern Lincolnshire,quintile,5,NA,NA,2014-2024,20.436,17.685,23.493,773,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,20%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Eastern Scotland,sec_employed,Lower working,itl2_current_geo,Eastern Scotland,quintile,4,NA,NA,2014-2024,17.772,15.975,19.676,1690,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,18%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Essex,sec_employed,Lower working,itl2_current_geo,Essex,quintile,1,NA,NA,2014-2024,11.271,9.7,13.064,1419,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,11%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,"Gloucestershire, Wiltshire and Bath/Bristol area",sec_employed,Lower working,itl2_current_geo,"Gloucestershire, Wiltshire and Bath/Bristol area",quintile,1,NA,NA,2014-2024,11.675,10.38,13.109,2201,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Greater Manchester,sec_employed,Lower working,itl2_current_geo,Greater Manchester,quintile,3,NA,NA,2014-2024,15.249,13.848,16.731,2455,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,15%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Hampshire and Isle of Wight,sec_employed,Lower working,itl2_current_geo,Hampshire and Isle of Wight,quintile,1,NA,NA,2014-2024,12.339,10.743,14.185,1464,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,"Herefordshire, Worcestershire and Warwickshire",sec_employed,Lower working,itl2_current_geo,"Herefordshire, Worcestershire and Warwickshire",quintile,2,NA,NA,2014-2024,13.004,11.196,15.137,1173,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,13%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Highlands and Islands,sec_employed,Lower working,itl2_current_geo,Highlands and Islands,quintile,5,NA,NA,2014-2024,20.13,14.995,26.103,215,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,20%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Inner London - East,sec_employed,Lower working,itl2_current_geo,Inner London - East,quintile,1,NA,NA,2014-2024,10.675,9.373,12.127,2005,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,11%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Inner London - West,sec_employed,Lower working,itl2_current_geo,Inner London - West,quintile,1,NA,NA,2014-2024,8.007,6.224,10.222,762,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,8%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Kent,sec_employed,Lower working,itl2_current_geo,Kent,quintile,2,NA,NA,2014-2024,12.804,10.964,14.922,1147,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,13%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Lancashire,sec_employed,Lower working,itl2_current_geo,Lancashire,quintile,3,NA,NA,2014-2024,14.899,13.053,17.004,1300,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,15%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,"Leicestershire, Rutland and Northamptonshire",sec_employed,Lower working,itl2_current_geo,"Leicestershire, Rutland and Northamptonshire",quintile,3,NA,NA,2014-2024,14.878,13.232,16.752,1630,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,15%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Lincolnshire,sec_employed,Lower working,itl2_current_geo,Lincolnshire,quintile,3,NA,NA,2014-2024,13.865,11.299,16.943,612,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,14%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Merseyside,sec_employed,Lower working,itl2_current_geo,Merseyside,quintile,2,NA,NA,2014-2024,12.511,10.677,14.602,1143,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,13%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,North Eastern Scotland,sec_employed,Lower working,itl2_current_geo,North Eastern Scotland,quintile,5,NA,NA,2014-2024,22.43,18.462,26.724,412,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,22%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,North Yorkshire,sec_employed,Lower working,itl2_current_geo,North Yorkshire,quintile,1,NA,NA,2014-2024,12.467,10.258,15.216,726,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Northern Ireland,sec_employed,Lower working,itl2_current_geo,Northern Ireland,quintile,4,NA,NA,2014-2024,18.452,17.165,19.839,3309,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,18%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,"Northumberland, and Tyne and Wear",sec_employed,Lower working,itl2_current_geo,"Northumberland, and Tyne and Wear",quintile,4,NA,NA,2014-2024,17.594,15.569,19.747,1321,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,18%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Outer London - East and North East,sec_employed,Lower working,itl2_current_geo,Outer London - East and North East,quintile,1,NA,NA,2014-2024,11.826,10.174,13.743,1317,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Outer London - South,sec_employed,Lower working,itl2_current_geo,Outer London - South,quintile,2,NA,NA,2014-2024,12.49,10.54,14.7,1018,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Outer London - West and North West,sec_employed,Lower working,itl2_current_geo,Outer London - West and North West,quintile,2,NA,NA,2014-2024,12.947,11.098,14.977,1200,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,13%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Shropshire and Staffordshire,sec_employed,Lower working,itl2_current_geo,Shropshire and Staffordshire,quintile,4,NA,NA,2014-2024,17.628,15.565,19.836,1267,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,18%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,South Yorkshire,sec_employed,Lower working,itl2_current_geo,South Yorkshire,quintile,5,NA,NA,2014-2024,18.519,16.395,20.799,1238,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,19%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Southern Scotland,sec_employed,Lower working,itl2_current_geo,Southern Scotland,quintile,5,NA,NA,2014-2024,18.919,16.067,22.107,677,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,19%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,"Surrey, East and West Sussex",sec_employed,Lower working,itl2_current_geo,"Surrey, East and West Sussex",quintile,1,NA,NA,2014-2024,12.334,10.847,13.929,1812,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Tees Valley and Durham,sec_employed,Lower working,itl2_current_geo,Tees Valley and Durham,quintile,5,NA,NA,2014-2024,19.035,16.614,21.705,951,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,19%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,West Central Scotland,sec_employed,Lower working,itl2_current_geo,West Central Scotland,quintile,5,NA,NA,2014-2024,21.049,18.848,23.428,1259,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,21%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,West Midlands,sec_employed,Lower working,itl2_current_geo,West Midlands,quintile,4,NA,NA,2014-2024,17.278,15.692,18.96,2114,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,17%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,West Wales and The Valleys,sec_employed,Lower working,itl2_current_geo,West Wales and The Valleys,quintile,4,NA,NA,2014-2024,17.301,15.492,19.304,1565,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,17%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,West Yorkshire,sec_employed,Lower working,itl2_current_geo,West Yorkshire,quintile,4,NA,NA,2014-2024,17.513,15.941,19.188,2165,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2024,NA,18%
