ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note,Quintile
IN13,Attainment at age 16,Country,E92000001,England,202223,Not known to be FSM eligible,16,Total,Ethnicity,Total,NA,NA,39.1,29101,NA,NA,NA,Percentage,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,202223,Not known to be FSM eligible,16,Total,Ethnicity,Total,NA,NA,50.2,407811,NA,NA,NA,Percentage,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,202223,Not known to be FSM eligible,16,Total,Ethnicity,Total,NA,NA,93.8,24796,NA,NA,NA,Percentage,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,202223,FSM eligible,16,Total,Ethnicity,Total,NA,NA,11.6,363,NA,NA,NA,Percentage,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,202223,Not known to be FSM eligible,16,Total,Ethnicity,Total,NA,NA,27.7,835,NA,NA,NA,Percentage,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,202223,FSM eligible,16,Total,Ethnicity,Total,NA,NA,22.5,1021,NA,NA,NA,Percentage,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,202223,Not known to be FSM eligible,16,Total,Ethnicity,Total,NA,NA,37.1,2911,NA,NA,NA,Percentage,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2010/11,Total,16,Total,NA,NA,NA,NA,4.07,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2011/12,Total,16,Total,NA,NA,NA,NA,3.89,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2012/13,Total,16,Total,NA,NA,NA,NA,3.81,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2013/14,Total,16,Total,NA,NA,NA,NA,3.74,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2014/15,Total,16,Total,NA,NA,NA,NA,3.8,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2015/16,Total,16,Total,NA,NA,NA,NA,3.78,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2016/17,Total,16,Total,NA,NA,NA,NA,3.66,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2017/18,Total,16,Total,NA,NA,NA,NA,3.68,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2018/19,Total,16,Total,NA,NA,NA,NA,3.7,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2019/20,Total,16,Total,NA,NA,NA,NA,3.66,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2020/21,Total,16,Total,NA,NA,NA,NA,3.79,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2021/22,Total,16,Total,NA,NA,NA,NA,3.84,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,Country,E92000001,England,2022/23,Total,16,Total,NA,NA,NA,NA,3.95,NA,NA,NA,NA,Disadvantage index,NA,NA
IN13,Attainment at age 16,ITL2,NA,Bedfordshire and Hertfordshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.246984492,3482,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,Bedfordshire and Hertfordshire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.549522109,19042,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,"Berkshire, Buckinghamshire and Oxfordshire",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.244944971,3907,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,"Berkshire, Buckinghamshire and Oxfordshire",202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.566463029,23735,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Cheshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.183537264,1798,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Cheshire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.508478487,8669,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,Cornwall and Isles of Scilly,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.192028986,1104,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Cornwall and Isles of Scilly,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.444907814,4556,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Cumbria,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.186421174,869,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Cumbria,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.440623567,4362,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Derbyshire and Nottinghamshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.206970128,5624,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,Derbyshire and Nottinghamshire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.491948791,17575,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,Devon,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.205116492,2189,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,Devon,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.506897993,9568,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,Dorset and Somerset,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.220155709,2312,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,Dorset and Somerset,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.488219021,10483,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,East Anglia,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.214314115,5030,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,East Anglia,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.476031598,20381,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,East Yorkshire and Northern Lincolnshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.205974843,2544,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,East Yorkshire and Northern Lincolnshire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.450510605,7638,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Essex,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.206130484,3556,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,Essex,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.49440199,16881,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,"Gloucestershire, Wiltshire and Bath/Bristol area",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.210502073,4342,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,"Gloucestershire, Wiltshire and Bath/Bristol area",202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.515826768,21451,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,Greater Manchester,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.252270851,9688,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,Greater Manchester,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.498160412,24462,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,Hampshire and Isle of Wight,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.169547534,3934,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Hampshire and Isle of Wight,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.482349186,15665,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,"Herefordshire, Worcestershire and Warwickshire",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.209881423,2530,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,"Herefordshire, Worcestershire and Warwickshire",202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.513635589,11734,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,Inner London - East,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.4,8535,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Inner London - East,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.574505366,13697,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Inner London - West,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.420995278,2753,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Inner London - West,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.649856734,5235,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Kent,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.214697406,4164,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,Kent,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.525827892,17152,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,Lancashire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.201469843,3946,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Lancashire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.489597132,12833,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,"Leicestershire, Rutland and Northamptonshire",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.235967013,3759,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,"Leicestershire, Rutland and Northamptonshire",202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.477929898,17603,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Lincolnshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.224024024,1665,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,Lincolnshire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.487984081,6533,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,Merseyside,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.172709163,5020,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Merseyside,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.460812897,11662,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,North Yorkshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.210843373,1162,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,North Yorkshire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.513431542,6924,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,"Northumberland, and Tyne and Wear",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.212679426,4180,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,"Northumberland, and Tyne and Wear",202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.500717909,10447,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,Outer London - East and North East,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.341822298,5301,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Outer London - East and North East,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.562146408,17499,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Outer London - South,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.335011749,2979,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Outer London - South,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.631020692,11502,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Outer London - West and North West,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.388276144,4896,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Outer London - West and North West,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.625812389,17387,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,Shropshire and Staffordshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.178487691,3412,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,Shropshire and Staffordshire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.437867278,13954,NA,NA,NA,Percentage,NA,Q1 (Worst 20%)
IN13,Attainment at age 16,ITL2,NA,South Yorkshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.222034308,4139,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,South Yorkshire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.489968995,10966,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,"Surrey, East and West Sussex",202223,FSM eligible,16,Total,NA,NA,NA,NA,0.214355469,4096,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,"Surrey, East and West Sussex",202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.533773831,23761,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,Tees Valley and Durham,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.229784917,3673,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,Tees Valley and Durham,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.495116773,9420,NA,NA,NA,Percentage,NA,Q3
IN13,Attainment at age 16,ITL2,NA,West Midlands,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.269588861,12137,NA,NA,NA,Percentage,NA,Q5 (Best 20%)
IN13,Attainment at age 16,ITL2,NA,West Midlands,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.490802812,24464,NA,NA,NA,Percentage,NA,Q2
IN13,Attainment at age 16,ITL2,NA,West Yorkshire,202223,FSM eligible,16,Total,NA,NA,NA,NA,0.237607538,7323,NA,NA,NA,Percentage,NA,Q4
IN13,Attainment at age 16,ITL2,NA,West Yorkshire,202223,Not FSM eligible,16,Total,NA,NA,NA,NA,0.502927717,20323,NA,NA,NA,Percentage,NA,Q3
