Ind_code,Ind_name,Area_code,Area_name,Area_type,Age,SEB,Category_type,Category,Value,LCI,UCI,SE,Sample_size,Time_period,Unit,Value_note
IN21a,Destinations following the end of compulsory full-time education:NEET,TLG3,West Midlands,ITL2,16-24,,,,-0.277,-1.74246064,1.18846064,0.747684,828,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLE4,West Yorkshire,ITL2,16-24,,,,0.787309,-0.74007588,2.31469388,0.779278,665,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLL1,West Wales and The Valleys,ITL2,16-24,,,,0.575673,-0.97781908,2.12916508,0.792598,618,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLL2,East Wales,ITL2,16-24,,,,0.572415,-1.11280476,2.25763476,0.859806,358,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLM6,Highlands and Islands,ITL2,16-24,,,,-0.09268,-1.95168708,1.76632708,0.948473,102,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLM7,Eastern Scotland,ITL2,16-24,,,,-0.433,-2.01701712,1.15101712,0.808172,544,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLM8,West Central Scotland,ITL2,16-24,,,,-0.10988,-1.7449316,1.5251716,0.83421,444,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLM9,Southern Scotland,ITL2,16-24,,,,-0.40858,-2.16594344,1.34878344,0.896614,244,2018-2021,Random effect,
IN21a,Destinations following the end of compulsory full-time education:NEET,TLM5,North Eastern Scotland,ITL2,16-24,,,,-0.68754,-2.52243908,1.14735908,0.936173,134,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLI3,Inner London - West,ITL2,25-29,,,,0.024569,-0.02291004,0.07204804,0.024224,72,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLI4,Inner London - East,ITL2,25-29,,,,0.04914,0.00690592,0.09137408,0.021548,184,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLI6,Outer London - South,ITL2,25-29,,,,-0.00615,-0.04970904,0.03740904,0.022224,145,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLI5,Outer London - East and North East,ITL2,25-29,,,,0.012965,-0.0268328,0.0527628,0.020305,236,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLI7,Outer London - West and North West,ITL2,25-29,,,,0.036512,-0.00580832,0.07883232,0.021592,172,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLH2,Bedfordshire and Hertfordshire,ITL2,25-29,,,,0.018853,-0.01930036,0.05700636,0.019466,294,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL2,25-29,,,,-0.00247,-0.03741092,0.03247092,0.017827,412,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLD6,Cheshire,ITL2,25-29,,,,0.020199,-0.023264,0.063662,0.022175,148,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLK3,Cornwall and Isles of Scilly,ITL2,25-29,,,,-0.01078,-0.05747308,0.03591308,0.023823,87,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLD1,Cumbria,ITL2,25-29,,,,-0.00873,-0.05385508,0.03639508,0.023023,112,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLF1,Derbyshire and Nottinghamshire,ITL2,25-29,,,,-0.02138,-0.05751652,0.01475652,0.018437,363,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLK4,Devon,ITL2,25-29,,,,0.012663,-0.02808148,0.05340748,0.020788,216,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLK2,Dorset and Somerset,ITL2,25-29,,,,-0.00992,-0.04997652,0.03013652,0.020437,232,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLH1,East Anglia,ITL2,25-29,,,,-0.03159,-0.0666544,0.0034744,0.01789,414,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLE1,East Yorkshire and Northern Lincolnshire,ITL2,25-29,,,,-0.00743,-0.05015212,0.03529212,0.021797,166,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLH3,Essex,ITL2,25-29,,,,0.002712,-0.03576672,0.04119072,0.019632,276,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL2,25-29,,,,-0.00516,-0.039313,0.028993,0.017425,443,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLD3,Greater Manchester,ITL2,25-29,,,,-0.01002,-0.04518632,0.02514632,0.017942,424,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLJ3,Hampshire and Isle of Wight,ITL2,25-29,,,,-0.02562,-0.06367732,0.01243732,0.019417,294,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL2,25-29,,,,0.005456,-0.03509444,0.04600644,0.020689,225,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLJ4,Kent,ITL2,25-29,,,,0.002083,-0.03629772,0.04046372,0.019582,283,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLD4,Lancashire,ITL2,25-29,,,,0.001209,-0.03736968,0.03978768,0.019683,280,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL2,25-29,,,,0.002013,-0.0358542,0.0398802,0.01932,303,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLF3,Lincolnshire,ITL2,25-29,,,,-0.01593,-0.05977912,0.02791912,0.022372,136,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLD7,Merseyside,ITL2,25-29,,,,0.012929,-0.02716476,0.05302276,0.020456,233,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLE2,North Yorkshire,ITL2,25-29,,,,0.024356,-0.01877772,0.06748972,0.022007,155,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLN0,Northern Ireland,ITL2,25-29,,,,-0.00092,-0.02875396,0.02691396,0.014201,865,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLC2,Northumberland and Tyne and Wear,ITL2,25-29,,,,-0.01827,-0.05715248,0.02061248,0.019838,267,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLG2,Shropshire and Staffordshire,ITL2,25-29,,,,-0.00234,-0.04128912,0.03660912,0.019872,272,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLE3,South Yorkshire,ITL2,25-29,,,,-0.01642,-0.05592968,0.02308968,0.020158,245,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLJ2,"Surrey, East and West Sussex",ITL2,25-29,,,,0.025655,-0.00986804,0.06117804,0.018124,390,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLC1,Tees Valley and Durham,ITL2,25-29,,,,-0.00429,-0.04434652,0.03576652,0.020437,242,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLG3,West Midlands,ITL2,25-29,,,,0.008747,-0.02422412,0.04171812,0.016822,506,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLE4,West Yorkshire,ITL2,25-29,,,,0.000675,-0.03497936,0.03632936,0.018191,389,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLL1,West Wales and The Valleys,ITL2,25-29,,,,-0.01436,-0.04965176,0.02093176,0.018006,396,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLL2,East Wales,ITL2,25-29,,,,-0.00139,-0.0427362,0.0399562,0.021095,194,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLM6,Highlands and Islands,ITL2,25-29,,,,-0.00606,-0.05404472,0.04192472,0.024482,64,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLM7,Eastern Scotland,ITL2,25-29,,,,0.012177,-0.0260724,0.0504264,0.019515,283,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLM8,West Central Scotland,ITL2,25-29,,,,-0.02275,-0.06262228,0.01712228,0.020343,232,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLM9,Southern Scotland,ITL2,25-29,,,,-0.01936,-0.06370696,0.02498696,0.022626,128,2018-2021,Random effect,
IN23,Highest qualification of young people ,TLM5,North Eastern Scotland,ITL2,25-29,,,,-0.0116,-0.05865176,0.03545176,0.024006,76,2018-2021,Random effect,
IN31,Economic activity of young people ,TLI3,Inner London - West,ITL2,25-29,,,,-0.00151,-0.03138628,0.02836628,0.015243,72,2018-2021,Random effect,
IN31,Economic activity of young people ,TLI4,Inner London - East,ITL2,25-29,,,,-0.00555,-0.03249804,0.02139804,0.013749,185,2018-2021,Random effect,
IN31,Economic activity of young people ,TLI6,Outer London - South,ITL2,25-29,,,,0.000432,-0.02728828,0.02815228,0.014143,145,2018-2021,Random effect,
IN31,Economic activity of young people ,TLI5,Outer London - East and North East,ITL2,25-29,,,,0.011189,-0.01439488,0.03677288,0.013053,236,2018-2021,Random effect,
IN31,Economic activity of young people ,TLI7,Outer London - West and North West,ITL2,25-29,,,,0.00796,-0.01906252,0.03498252,0.013787,172,2018-2021,Random effect,
IN31,Economic activity of young people ,TLH2,Bedfordshire and Hertfordshire,ITL2,25-29,,,,0.004166,-0.02044376,0.02877576,0.012556,295,2018-2021,Random effect,
IN31,Economic activity of young people ,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL2,25-29,,,,0.002685,-0.0200314,0.0254014,0.01159,413,2018-2021,Random effect,
IN31,Economic activity of young people ,TLD6,Cheshire,ITL2,25-29,,,,0.006204,-0.0214614,0.0338694,0.014115,148,2018-2021,Random effect,
IN31,Economic activity of young people ,TLK3,Cornwall and Isles of Scilly,ITL2,25-29,,,,-0.00845,-0.037899,0.020999,0.015025,87,2018-2021,Random effect,
IN31,Economic activity of young people ,TLD1,Cumbria,ITL2,25-29,,,,0.015462,-0.01312656,0.04405056,0.014586,112,2018-2021,Random effect,
IN31,Economic activity of young people ,TLF1,Derbyshire and Nottinghamshire,ITL2,25-29,,,,0.007788,-0.0156536,0.0312296,0.01196,363,2018-2021,Random effect,
IN31,Economic activity of young people ,TLK4,Devon,ITL2,25-29,,,,0.004129,-0.0219978,0.0302558,0.01333,217,2018-2021,Random effect,
IN31,Economic activity of young people ,TLK2,Dorset and Somerset,ITL2,25-29,,,,0.00542,-0.02031284,0.03115284,0.013129,232,2018-2021,Random effect,
IN31,Economic activity of young people ,TLH1,East Anglia,ITL2,25-29,,,,0.00344,-0.0193646,0.0262446,0.011635,414,2018-2021,Random effect,
IN31,Economic activity of young people ,TLE1,East Yorkshire and Northern Lincolnshire,ITL2,25-29,,,,0.010057,-0.01719288,0.03730688,0.013903,166,2018-2021,Random effect,
IN31,Economic activity of young people ,TLH3,Essex,ITL2,25-29,,,,0.007122,-0.01769552,0.03193952,0.012662,276,2018-2021,Random effect,
IN31,Economic activity of young people ,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL2,25-29,,,,0.013062,-0.00919576,0.03531976,0.011356,443,2018-2021,Random effect,
IN31,Economic activity of young people ,TLD3,Greater Manchester,ITL2,25-29,,,,-0.01066,-0.03350968,0.01218968,0.011658,426,2018-2021,Random effect,
IN31,Economic activity of young people ,TLJ3,Hampshire and Isle of Wight,ITL2,25-29,,,,0.0064,-0.01817252,0.03097252,0.012537,294,2018-2021,Random effect,
IN31,Economic activity of young people ,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL2,25-29,,,,0.002397,-0.02361808,0.02841208,0.013273,225,2018-2021,Random effect,
IN31,Economic activity of young people ,TLJ4,Kent,ITL2,25-29,,,,0.002479,-0.02228168,0.02723968,0.012633,283,2018-2021,Random effect,
IN31,Economic activity of young people ,TLD4,Lancashire,ITL2,25-29,,,,0.004451,-0.02042532,0.02932732,0.012692,280,2018-2021,Random effect,
IN31,Economic activity of young people ,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL2,25-29,,,,-0.00332,-0.0277808,0.0211408,0.01248,303,2018-2021,Random effect,
IN31,Economic activity of young people ,TLF3,Lincolnshire,ITL2,25-29,,,,-0.00434,-0.032221,0.023541,0.014225,136,2018-2021,Random effect,
IN31,Economic activity of young people ,TLD7,Merseyside,ITL2,25-29,,,,-0.02027,-0.04602244,0.00548244,0.013139,233,2018-2021,Random effect,
IN31,Economic activity of young people ,TLE2,North Yorkshire,ITL2,25-29,,,,-0.00183,-0.02931116,0.02565116,0.014021,155,2018-2021,Random effect,
IN31,Economic activity of young people ,TLN0,Northern Ireland,ITL2,25-29,,,,-0.03323,-0.05158932,-0.01487068,0.009367,868,2018-2021,Random effect,
IN31,Economic activity of young people ,TLC2,Northumberland and Tyne and Wear,ITL2,25-29,,,,-0.01718,-0.04223272,0.00787272,0.012782,267,2018-2021,Random effect,
IN31,Economic activity of young people ,TLG2,Shropshire and Staffordshire,ITL2,25-29,,,,0.001298,-0.02379392,0.02638992,0.012802,272,2018-2021,Random effect,
IN31,Economic activity of young people ,TLE3,South Yorkshire,ITL2,25-29,,,,-0.01316,-0.03857532,0.01225532,0.012967,245,2018-2021,Random effect,
IN31,Economic activity of young people ,TLJ2,"Surrey, East and West Sussex",ITL2,25-29,,,,0.014328,-0.008751,0.037407,0.011775,390,2018-2021,Random effect,
IN31,Economic activity of young people ,TLC1,Tees Valley and Durham,ITL2,25-29,,,,0.00907,-0.01666284,0.03480284,0.013129,242,2018-2021,Random effect,
IN31,Economic activity of young people ,TLG3,West Midlands,ITL2,25-29,,,,0.005798,-0.01574632,0.02734232,0.010992,506,2018-2021,Random effect,
IN31,Economic activity of young people ,TLE4,West Yorkshire,ITL2,25-29,,,,-0.000056,-0.02319576,0.02308376,0.011806,390,2018-2021,Random effect,
IN31,Economic activity of young people ,TLL1,West Wales and The Valleys,ITL2,25-29,,,,-0.00144,-0.02437984,0.02149984,0.011704,396,2018-2021,Random effect,
IN31,Economic activity of young people ,TLL2,East Wales,ITL2,25-29,,,,-0.00499,-0.0314598,0.0214798,0.013505,194,2018-2021,Random effect,
IN31,Economic activity of young people ,TLM6,Highlands and Islands,ITL2,25-29,,,,-0.01758,-0.04772872,0.01256872,0.015382,64,2018-2021,Random effect,
IN31,Economic activity of young people ,TLM7,Eastern Scotland,ITL2,25-29,,,,-0.0053,-0.029947,0.019347,0.012575,285,2018-2021,Random effect,
IN31,Economic activity of young people ,TLM8,West Central Scotland,ITL2,25-29,,,,-0.01033,-0.03593348,0.01527348,0.013063,233,2018-2021,Random effect,
IN31,Economic activity of young people ,TLM9,Southern Scotland,ITL2,25-29,,,,0.004559,-0.02359836,0.03271636,0.014366,128,2018-2021,Random effect,
IN31,Economic activity of young people ,TLM5,North Eastern Scotland,ITL2,25-29,,,,0.009299,-0.02031268,0.03891068,0.015108,77,2018-2021,Random effect,
IN32,Unemployment among young people,TLI3,Inner London - West,ITL2,25-29,,,,0.8336976,-1.3277904,2.9951856,1.1028,63,2018-2021,Random effect,
IN32,Unemployment among young people,TLI4,Inner London - East,ITL2,25-29,,,,0.3031593,-1.610501596,2.216820196,0.9763576,159,2018-2021,Random effect,
IN32,Unemployment among young people,TLI6,Outer London - South,ITL2,25-29,,,,1.344885,-0.6252384,3.3150084,1.005165,130,2018-2021,Random effect,
IN32,Unemployment among young people,TLI5,Outer London - East and North East,ITL2,25-29,,,,0.3210803,-1.463540272,2.105700872,0.9105207,212,2018-2021,Random effect,
IN32,Unemployment among young people,TLI7,Outer London - West and North West,ITL2,25-29,,,,1.392963,-0.511364964,3.297290964,0.9715959,156,2018-2021,Random effect,
IN32,Unemployment among young people,TLH2,Bedfordshire and Hertfordshire,ITL2,25-29,,,,-0.1850744,-1.89464618,1.52449738,0.8722305,266,2018-2021,Random effect,
IN32,Unemployment among young people,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL2,25-29,,,,-0.1746206,-1.735263152,1.386021952,0.7962462,369,2018-2021,Random effect,
IN32,Unemployment among young people,TLD6,Cheshire,ITL2,25-29,,,,-0.5622712,-2.522216124,1.397673724,0.9999719,135,2018-2021,Random effect,
IN32,Unemployment among young people,TLK3,Cornwall and Isles of Scilly,ITL2,25-29,,,,-0.2018995,-2.33679226,1.93299326,1.089231,73,2018-2021,Random effect,
IN32,Unemployment among young people,TLD1,Cumbria,ITL2,25-29,,,,-0.5659583,-2.59225334,1.46033674,1.033824,106,2018-2021,Random effect,
IN32,Unemployment among young people,TLF1,Derbyshire and Nottinghamshire,ITL2,25-29,,,,-0.6723403,-2.292293236,0.947612636,0.8265066,323,2018-2021,Random effect,
IN32,Unemployment among young people,TLK4,Devon,ITL2,25-29,,,,-0.7806634,-2.614938416,1.053611616,0.9358546,193,2018-2021,Random effect,
IN32,Unemployment among young people,TLK2,Dorset and Somerset,ITL2,25-29,,,,-0.4685152,-2.2685841,1.3315537,0.9184025,209,2018-2021,Random effect,
IN32,Unemployment among young people,TLH1,East Anglia,ITL2,25-29,,,,-0.4122701,-1.984514284,1.159974084,0.8021654,364,2018-2021,Random effect,
IN32,Unemployment among young people,TLE1,East Yorkshire and Northern Lincolnshire,ITL2,25-29,,,,-0.7424089,-2.6655413,1.1807235,0.98119,152,2018-2021,Random effect,
IN32,Unemployment among young people,TLH3,Essex,ITL2,25-29,,,,-0.6186491,-2.34350496,1.10620676,0.8800285,249,2018-2021,Random effect,
IN32,Unemployment among young people,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL2,25-29,,,,-0.5970523,-2.117253388,0.923148788,0.7756128,404,2018-2021,Random effect,
IN32,Unemployment among young people,TLD3,Greater Manchester,ITL2,25-29,,,,0.4513165,-1.140852456,2.043485456,0.8123311,364,2018-2021,Random effect,
IN32,Unemployment among young people,TLJ3,Hampshire and Isle of Wight,ITL2,25-29,,,,-0.5695252,-2.270779524,1.131729124,0.8679869,267,2018-2021,Random effect,
IN32,Unemployment among young people,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL2,25-29,,,,0.2662891,-1.5618078,2.094386,0.9327025,199,2018-2021,Random effect,
IN32,Unemployment among young people,TLJ4,Kent,ITL2,25-29,,,,-0.3688814,-2.09373726,1.35597446,0.8800285,252,2018-2021,Random effect,
IN32,Unemployment among young people,TLD4,Lancashire,ITL2,25-29,,,,1.639626,-0.099165852,3.378417852,0.8871387,242,2018-2021,Random effect,
IN32,Unemployment among young people,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL2,25-29,,,,-0.6453537,-2.351583876,1.060876476,0.8705256,264,2018-2021,Random effect,
IN32,Unemployment among young people,TLF3,Lincolnshire,ITL2,25-29,,,,0.6188045,-1.37481538,2.61242438,1.017153,117,2018-2021,Random effect,
IN32,Unemployment among young people,TLD7,Merseyside,ITL2,25-29,,,,0.5084347,-1.327913604,2.344783004,0.9369124,191,2018-2021,Random effect,
IN32,Unemployment among young people,TLE2,North Yorkshire,ITL2,25-29,,,,-0.3080522,-2.262966392,1.646861992,0.9974052,137,2018-2021,Random effect,
IN32,Unemployment among young people,TLN0,Northern Ireland,ITL2,25-29,,,,-0.5569236,-1.829830116,0.715982916,0.6494421,715,2018-2021,Random effect,
IN32,Unemployment among young people,TLC2,Northumberland and Tyne and Wear,ITL2,25-29,,,,2.556513,0.777583876,4.335442124,0.9076169,221,2018-2021,Random effect,
IN32,Unemployment among young people,TLG2,Shropshire and Staffordshire,ITL2,25-29,,,,-0.4518563,-2.208552164,1.304839564,0.8962734,238,2018-2021,Random effect,
IN32,Unemployment among young people,TLE3,South Yorkshire,ITL2,25-29,,,,-0.0861752,-1.888203512,1.715853112,0.9194022,205,2018-2021,Random effect,
IN32,Unemployment among young people,TLJ2,"Surrey, East and West Sussex",ITL2,25-29,,,,-0.8382601,-2.41442938,0.73790918,0.804168,361,2018-2021,Random effect,
IN32,Unemployment among young people,TLC1,Tees Valley and Durham,ITL2,25-29,,,,0.3145053,-1.487523012,2.116533612,0.9194022,215,2018-2021,Random effect,
IN32,Unemployment among young people,TLG3,West Midlands,ITL2,25-29,,,,0.5760232,-0.903456536,2.055502936,0.7548366,446,2018-2021,Random effect,
IN32,Unemployment among young people,TLE4,West Yorkshire,ITL2,25-29,,,,-0.1929837,-1.797477136,1.411509736,0.8186191,343,2018-2021,Random effect,
IN32,Unemployment among young people,TLL1,West Wales and The Valleys,ITL2,25-29,,,,-0.4734933,-2.065662256,1.118675656,0.8123311,343,2018-2021,Random effect,
IN32,Unemployment among young people,TLL2,East Wales,ITL2,25-29,,,,-1.103359,-2.978272656,0.771554656,0.9565886,168,2018-2021,Random effect,
IN32,Unemployment among young people,TLM6,Highlands and Islands,ITL2,25-29,,,,-0.5949455,-2.80547074,1.61557974,1.127819,48,2018-2021,Random effect,
IN32,Unemployment among young people,TLM7,Eastern Scotland,ITL2,25-29,,,,0.8940546,-0.829082928,2.617192128,0.8791518,248,2018-2021,Random effect,
IN32,Unemployment among young people,TLM8,West Central Scotland,ITL2,25-29,,,,-0.4365918,-2.2485138,1.3753302,0.92445,197,2018-2021,Random effect,
IN32,Unemployment among young people,TLM9,Southern Scotland,ITL2,25-29,,,,-0.707818,-2.71485996,1.29922396,1.024001,115,2018-2021,Random effect,
IN32,Unemployment among young people,TLM5,North Eastern Scotland,ITL2,25-29,,,,1.294591,-0.82736576,3.41654776,1.082631,72,2018-2021,Random effect,
IN33,Occupational level of young people ,TLI3,Inner London - West,ITL2,25-29,,Occupational level ,Higher professional,0.086212,-0.94100636,1.11343036,0.524091,72,2018-2021,Random effect,
IN33,Occupational level of young people ,TLI4,Inner London - East,ITL2,25-29,,Occupational level ,Higher professional,0.008951,-1.00662888,1.02453088,0.518153,185,2018-2021,Random effect,
IN33,Occupational level of young people ,TLI6,Outer London - South,ITL2,25-29,,Occupational level ,Higher professional,0.005565,-1.01339588,1.02452588,0.519878,145,2018-2021,Random effect,
IN33,Occupational level of young people ,TLI5,Outer London - East and North East,ITL2,25-29,,Occupational level ,Higher professional,0.209765,-0.79915088,1.21868088,0.514753,236,2018-2021,Random effect,
IN33,Occupational level of young people ,TLI7,Outer London - West and North West,ITL2,25-29,,Occupational level ,Higher professional,0.024796,-0.991121,1.040713,0.518325,172,2018-2021,Random effect,
IN33,Occupational level of young people ,TLH2,Bedfordshire and Hertfordshire,ITL2,25-29,,Occupational level ,Higher professional,0.210581,-0.792988,1.21415,0.512025,295,2018-2021,Random effect,
IN33,Occupational level of young people ,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL2,25-29,,Occupational level ,Higher professional,-0.00138,-0.99283228,0.99007228,0.505843,413,2018-2021,Random effect,
IN33,Occupational level of young people ,TLD6,Cheshire,ITL2,25-29,,Occupational level ,Higher professional,-0.02341,-1.04214548,0.99532548,0.519763,148,2018-2021,Random effect,
IN33,Occupational level of young people ,TLK3,Cornwall and Isles of Scilly,ITL2,25-29,,Occupational level ,Higher professional,-0.08617,-1.11188308,0.93954308,0.523323,87,2018-2021,Random effect,
IN33,Occupational level of young people ,TLD1,Cumbria,ITL2,25-29,,Occupational level ,Higher professional,0.06844,-0.9540528,1.0909328,0.52168,112,2018-2021,Random effect,
IN33,Occupational level of young people ,TLF1,Derbyshire and Nottinghamshire,ITL2,25-29,,Occupational level ,Higher professional,0.031714,-0.96467944,1.02810744,0.508364,363,2018-2021,Random effect,
IN33,Occupational level of young people ,TLK4,Devon,ITL2,25-29,,Occupational level ,Higher professional,-0.02123,-1.03290556,0.99044556,0.516161,217,2018-2021,Random effect,
IN33,Occupational level of young people ,TLK2,Dorset and Somerset,ITL2,25-29,,Occupational level ,Higher professional,0.161342,-0.84834416,1.17102816,0.515146,232,2018-2021,Random effect,
IN33,Occupational level of young people ,TLH1,East Anglia,ITL2,25-29,,Occupational level ,Higher professional,-0.01542,-1.00749948,0.97665948,0.506163,414,2018-2021,Random effect,
IN33,Occupational level of young people ,TLE1,East Yorkshire and Northern Lincolnshire,ITL2,25-29,,Occupational level ,Higher professional,-0.01276,-1.02968836,1.00416836,0.518841,166,2018-2021,Random effect,
IN33,Occupational level of young people ,TLH3,Essex,ITL2,25-29,,Occupational level ,Higher professional,-0.01749,-1.02225068,0.98727068,0.512633,276,2018-2021,Random effect,
IN33,Occupational level of young people ,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL2,25-29,,Occupational level ,Higher professional,-0.05903,-1.04716008,0.92910008,0.504148,443,2018-2021,Random effect,
IN33,Occupational level of young people ,TLD3,Greater Manchester,ITL2,25-29,,Occupational level ,Higher professional,0.110706,-0.88168708,1.10309908,0.506323,426,2018-2021,Random effect,
IN33,Occupational level of young people ,TLJ3,Hampshire and Isle of Wight,ITL2,25-29,,Occupational level ,Higher professional,0.087223,-0.91612844,1.09057444,0.511914,294,2018-2021,Random effect,
IN33,Occupational level of young people ,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL2,25-29,,Occupational level ,Higher professional,-0.01498,-1.02610284,0.99614284,0.515879,225,2018-2021,Random effect,
IN33,Occupational level of young people ,TLJ4,Kent,ITL2,25-29,,Occupational level ,Higher professional,-0.08099,-1.08542532,0.92344532,0.512467,283,2018-2021,Random effect,
IN33,Occupational level of young people ,TLD4,Lancashire,ITL2,25-29,,Occupational level ,Higher professional,-0.1315,-1.136588,0.873588,0.5128,280,2018-2021,Random effect,
IN33,Occupational level of young people ,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL2,25-29,,Occupational level ,Higher professional,0.00906,-0.99364464,1.01176464,0.511584,303,2018-2021,Random effect,
IN33,Occupational level of young people ,TLF3,Lincolnshire,ITL2,25-29,,Occupational level ,Higher professional,-0.23638,-1.25602296,0.78326296,0.520226,136,2018-2021,Random effect,
IN33,Occupational level of young people ,TLD7,Merseyside,ITL2,25-29,,Occupational level ,Higher professional,-0.15858,-1.16837592,0.85121592,0.515202,233,2018-2021,Random effect,
IN33,Occupational level of young people ,TLE2,North Yorkshire,ITL2,25-29,,Occupational level ,Higher professional,0.009082,-1.00886164,1.02702564,0.519359,155,2018-2021,Random effect,
IN33,Occupational level of young people ,TLN0,Northern Ireland,ITL2,25-29,,Occupational level ,Higher professional,0.129253,-0.82208592,1.08059192,0.485377,868,2018-2021,Random effect,
IN33,Occupational level of young people ,TLC2,Northumberland and Tyne and Wear,ITL2,25-29,,Occupational level ,Higher professional,-0.04187,-1.047938,0.964198,0.5133,267,2018-2021,Random effect,
IN33,Occupational level of young people ,TLG2,Shropshire and Staffordshire,ITL2,25-29,,Occupational level ,Higher professional,-0.11435,-1.12063556,0.89193556,0.513411,272,2018-2021,Random effect,
IN33,Occupational level of young people ,TLE3,South Yorkshire,ITL2,25-29,,Occupational level ,Higher professional,-0.02338,-1.03141584,0.98465584,0.514304,245,2018-2021,Random effect,
IN33,Occupational level of young people ,TLJ2,"Surrey, East and West Sussex",ITL2,25-29,,Occupational level ,Higher professional,0.439118,-0.55484896,1.43308496,0.507126,390,2018-2021,Random effect,
IN33,Occupational level of young people ,TLC1,Tees Valley and Durham,ITL2,25-29,,Occupational level ,Higher professional,-0.103,-1.11268616,0.90668616,0.515146,242,2018-2021,Random effect,
IN33,Occupational level of young people ,TLG3,West Midlands,ITL2,25-29,,Occupational level ,Higher professional,-0.02559,-1.008187,0.957007,0.501325,506,2018-2021,Random effect,
IN33,Occupational level of young people ,TLE4,West Yorkshire,ITL2,25-29,,Occupational level ,Higher professional,0.046404,-0.94798436,1.04079236,0.507341,390,2018-2021,Random effect,
IN33,Occupational level of young people ,TLL1,West Wales and The Valleys,ITL2,25-29,,Occupational level ,Higher professional,-0.03516,-1.02818224,0.95786224,0.506644,396,2018-2021,Random effect,
IN33,Occupational level of young people ,TLL2,East Wales,ITL2,25-29,,Occupational level ,Higher professional,0.029125,-0.98421852,1.04246852,0.517012,194,2018-2021,Random effect,
IN33,Occupational level of young people ,TLM6,Highlands and Islands,ITL2,25-29,,Occupational level ,Higher professional,-0.02612,-1.0542674,1.0020274,0.524565,64,2018-2021,Random effect,
