year,ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note
NA,DR13,Distribution of parental education,ITL2,TLH2,Tees Valley and Durham,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Degree level or above,24.5809927981249,3235,23.0972485642444,26.0647370320055,0.757012364224778,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cumbria,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Degree level or above,26.8710275251681,1296,24.4575656480788,29.2844894022575,1.23135810055579,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northumberland and Tyne and Wear,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Degree level or above,29.1000832581837,3544,27.6046081347994,30.5955583815679,0.762997511930749,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northern Ireland,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Degree level or above,30.6470076645591,10232,29.7536971493208,31.5403181797973,0.455770671039917,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Wales and The Valleys,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Degree level or above,26.8081180666038,5063,25.5879582215704,28.0282779116372,0.62253053318029,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Wales,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Degree level or above,35.814017097083,2916,34.0737779744514,37.5542562197147,0.887877103383498,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Southern Scotland,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Degree level or above,28.4601721625299,2305,26.6180716928561,30.3022726322037,0.939847178404985,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Degree level or above,39.1710416625711,4843,37.7962509583716,40.5458323667705,0.701423828673196,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Central Scotland,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Degree level or above,32.0877360132824,3173,30.4634418725243,33.7120301540405,0.828721500386784,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,North Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Degree level or above,38.1468286855162,1162,35.3538783533832,40.9397790176493,1.42497465925154,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Highlands and Islands,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Degree level or above,32.784676312754,815,29.5617760617556,36.0075765637525,1.64433686275431,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,NA,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Degree level or above,43.2906326558225,5215,41.9458463360558,44.6354189755893,0.686115469268747,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cornwall and Isles of Scilly,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Further education below degree,11.1485683010395,1256,9.40795212120698,12.889184480872,0.888069479506383,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Devon,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Further education below degree,9.41479526978035,2865,8.34542567049322,10.4841648690675,0.545596734330171,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Dorset and Somerset,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Further education below degree,9.7815734563159,3535,8.8022788853017,10.7608680273301,0.499640087252145,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Gloucestershire, Wiltshire and Bath/Bristol area",2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Further education below degree,9.28608362582795,6074,8.55616922642674,10.0159980252292,0.372405305816946,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Hampshire and Isle of Wight,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Further education below degree,9.13624495645888,4973,8.33544129608113,9.93704861683663,0.408573296111098,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Surrey, East and West Sussex",2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Further education below degree,9.04536002245124,6948,8.37090728038577,9.71981276451671,0.344108541870137,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Kent,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Further education below degree,9.50602479128973,4174,8.61623144588808,10.3958181366914,0.453976196633494,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - South,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Further education below degree,9.43137935145286,3441,8.45483894341132,10.4079197594944,0.498234902062014,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - East and North East,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Further education below degree,8.95257843210529,4656,8.13249605683449,9.77266080737609,0.418409375138163,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Inner London - East,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Further education below degree,6.49178078575176,4454,5.768198741551,7.21536282995253,0.369174512347329,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Inner London - West,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Further education below degree,5.17038419163698,1756,4.13470030696866,6.20606807630531,0.528410145238942,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - West and North West,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Further education below degree,6.72131070828305,4913,6.02114490948628,7.42147650707983,0.357227448365703,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Berkshire, Buckinghamshire and Oxfordshire",2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Further education below degree,8.14669171209539,6785,7.49578434374872,8.79759908044207,0.332095596095241,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Bedfordshire and Hertfordshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Further education below degree,10.0331152728621,4936,9.19495371506986,10.8712768306543,0.427633447853165,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Essex,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Further education below degree,8.31187537584834,4302,7.48692670955902,9.13682404213767,0.420892176678227,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Herefordshire, Worcestershire and Warwickshire",2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Further education below degree,9.37393528508436,3844,8.45252741313642,10.2953431570323,0.470106057116297,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Midlands,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Further education below degree,6.88146134787111,6926,6.28528706073867,7.47763563500355,0.304170554659407,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Leicestershire, Rutland and Northamptonshire",2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Further education below degree,8.89034457502344,5226,8.11870788816821,9.66198126187867,0.393692187171035,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Anglia,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Further education below degree,9.36766740604746,6636,8.66659932764327,10.0687354844517,0.357687795104179,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Lincolnshire,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Further education below degree,10.7979121957738,1840,9.37981967882897,12.2160047127186,0.723516590277975,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Shropshire and Staffordshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Further education below degree,9.86592360686724,3979,8.93934454443564,10.7925026692988,0.472744419607959,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cheshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Further education below degree,8.96244849438355,2243,7.78031899421302,10.1445779945541,0.603127296005369,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Derbyshire and Nottinghamshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Further education below degree,9.91867341059703,5451,9.1251455812267,10.7122012399674,0.40486113743384,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Yorkshire and Northern Lincolnshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Further education below degree,8.54422365817342,2373,7.41949159304452,9.66895572330233,0.573842890371889,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,South Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Further education below degree,9.23195817168615,2932,8.1841362368826,10.2797801064897,0.534603027960996,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Further education below degree,7.61360024889869,6763,6.98150076679115,8.24569973100623,0.322499735769151,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Greater Manchester,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Further education below degree,7.91007067648464,7396,7.29495914060824,8.52518221236104,0.313832416263468,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Lancashire,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Further education below degree,9.32020160607674,3944,8.41289192569678,10.2275112864567,0.462913102234671,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Merseyside,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Further education below degree,8.91130554460493,3399,7.95348666060678,9.86912442860309,0.488683104080693,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,North Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Further education below degree,9.09152408242975,2421,7.94632969258693,10.2367184722726,0.584282851960623,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Tees Valley and Durham,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Further education below degree,10.7100178086274,3235,9.64436583523167,11.7756697820232,0.543699986426402,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cumbria,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Further education below degree,9.79710774893191,1296,8.17860759785762,11.4156079000062,0.825765383201168,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northumberland and Tyne and Wear,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Further education below degree,8.92842411855579,3544,7.98959176737412,9.86725646973746,0.478996097541671,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northern Ireland,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Further education below degree,11.745387576466,10232,11.1215404373774,12.3692347155545,0.318289356677841,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Wales and The Valleys,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Further education below degree,10.6064847722387,5063,9.75829925666824,11.4546702878091,0.432747712025734,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Wales,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Further education below degree,10.5991601668905,2916,9.48186263785465,11.7164576959263,0.57004975971216,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Southern Scotland,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Further education below degree,18.6512477063798,2305,17.061054112392,20.2414413003675,0.811323262238648,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Further education below degree,16.2359857116822,4843,15.1973412536371,17.2746301697274,0.529920641859763,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Central Scotland,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Further education below degree,17.6147005366512,3173,16.2891889457585,18.9402121275439,0.676281423924832,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,North Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Further education below degree,17.3766292473442,1162,15.1979804376304,19.5552780570581,1.11155551516014,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Highlands and Islands,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Further education below degree,19.0613942128683,815,16.3646953118698,21.7580931138669,1.37586678622376,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,NA,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Further education below degree,7.37892944912144,5215,6.66938355351485,8.08847534472802,0.362013212044175,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cornwall and Isles of Scilly,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Lower level (below CSE grade 1),10.7236957576097,1256,9.01249251123485,12.4348990039846,0.87306288080352,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Devon,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Lower level (below CSE grade 1),12.1724634416484,2865,10.9751762172105,13.3697506660862,0.610860828794801,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Dorset and Somerset,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Lower level (below CSE grade 1),12.1660975572321,3535,11.0884714631817,13.2437236512824,0.54980923165833,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Gloucestershire, Wiltshire and Bath/Bristol area",2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Lower level (below CSE grade 1),10.2744531591761,6074,9.51087043724993,11.0380358811022,0.389583021390896,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Hampshire and Isle of Wight,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Lower level (below CSE grade 1),12.0772025436153,4973,11.171510055941,12.9828950312896,0.462088003915447,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Surrey, East and West Sussex",2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Lower level (below CSE grade 1),11.3040610609667,6948,10.5595086374016,12.0486134845318,0.37987368549238,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Kent,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Lower level (below CSE grade 1),13.6995834951799,4174,12.6564497939887,14.742717196371,0.532211072036303,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - South,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Lower level (below CSE grade 1),13.5509020696232,3441,12.4072917349995,14.6945124042469,0.583474660522296,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - East and North East,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Lower level (below CSE grade 1),18.9843841660806,4656,17.8578815330557,20.1108867991055,0.574746241339232,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Inner London - East,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Lower level (below CSE grade 1),23.0041326833738,4454,21.7681351482821,24.2401302184655,0.630610987291706,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Inner London - West,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Lower level (below CSE grade 1),12.6137997232621,1756,11.0609186060182,14.166680840506,0.792286284308113,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - West and North West,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Lower level (below CSE grade 1),19.1086905348292,4913,18.0093073610499,20.2080737086086,0.560909782540484,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Berkshire, Buckinghamshire and Oxfordshire",2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Lower level (below CSE grade 1),11.2495630474615,6785,10.4977078222113,12.0014182727117,0.383599604719489,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Bedfordshire and Hertfordshire,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Lower level (below CSE grade 1),13.733421139179,4936,12.7731825556077,14.6936597227503,0.489917644679226,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Essex,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Lower level (below CSE grade 1),14.689270066722,4302,13.6314231975746,15.7471169358694,0.539717790381318,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Herefordshire, Worcestershire and Warwickshire",2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Lower level (below CSE grade 1),12.5250166461115,3844,11.4786220889929,13.57141120323,0.533874774040075,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Midlands,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Lower level (below CSE grade 1),25.110810045305,6926,24.0895066971864,26.1321133934235,0.521073136795174,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Leicestershire, Rutland and Northamptonshire",2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Lower level (below CSE grade 1),17.7956671496396,5226,16.758674064973,18.8326602343062,0.529078104421731,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Anglia,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Lower level (below CSE grade 1),14.6815324601983,6636,13.8299825634716,15.533082356925,0.434464233023813,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Lincolnshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Lower level (below CSE grade 1),16.6024501951152,1840,14.9022114894855,18.3026889007449,0.867468727362097,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Shropshire and Staffordshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Lower level (below CSE grade 1),14.8706587184017,3979,13.7651202941632,15.9761971426402,0.564050216448228,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cheshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Lower level (below CSE grade 1),12.3117115509552,2243,10.9519227902526,13.6715003116578,0.693769775868675,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Derbyshire and Nottinghamshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Lower level (below CSE grade 1),15.8289435685136,5451,14.8599400929273,16.7979470440999,0.494389528360351,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Yorkshire and Northern Lincolnshire,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Lower level (below CSE grade 1),17.4415982170119,2373,15.9148023357522,18.9683940982715,0.778977490438584,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,South Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Lower level (below CSE grade 1),18.3612389016427,2932,16.9598028617709,19.7626749415144,0.71501838768967,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,Lower level (below CSE grade 1),20.1162669459324,6763,19.1608581207452,21.0716757711197,0.487453482238388,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Greater Manchester,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Lower level (below CSE grade 1),16.8204592866385,7396,15.9679780983429,17.672940474934,0.434939381783455,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Lancashire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Lower level (below CSE grade 1),15.9000373269041,3944,14.7587773381411,17.0412973156671,0.582275504470919,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Merseyside,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Lower level (below CSE grade 1),14.0844987038025,3399,12.91503445324,15.253962954365,0.596665433960449,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,North Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Lower level (below CSE grade 1),10.7683912924163,2421,9.53360030181119,12.0031822830214,0.629995403369947,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Tees Valley and Durham,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Lower level (below CSE grade 1),15.531827675565,3235,14.283648998353,16.7800063527771,0.636825855720449,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cumbria,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Lower level (below CSE grade 1),12.2090887507427,1296,10.426628004821,13.9915494966643,0.909418747919209,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northumberland and Tyne and Wear,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Lower level (below CSE grade 1),14.6607239075734,3544,13.4961651662726,15.8252826488741,0.594162623112625,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northern Ireland,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Lower level (below CSE grade 1),16.2543198614863,10232,15.5394262542146,16.969213468758,0.364741636363092,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Wales and The Valleys,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Lower level (below CSE grade 1),14.476295267639,5063,13.5070714526572,15.4455190826208,0.494501946419273,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Wales,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,Lower level (below CSE grade 1),14.1013045885916,2916,12.8380664114986,15.3645427656847,0.644509274027071,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Southern Scotland,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Lower level (below CSE grade 1),12.5246053361636,2305,11.1733245965819,13.8758860757453,0.689428948766175,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Lower level (below CSE grade 1),12.4892340830467,4843,11.5581316058772,13.4203365602163,0.475052284270188,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Central Scotland,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,Lower level (below CSE grade 1),17.2103122385299,3173,15.8968925190224,18.5237319580374,0.670112101789542,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,North Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Lower level (below CSE grade 1),12.5509358418271,1162,10.6460513539622,14.455820329692,0.971879840747385,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Highlands and Islands,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,Lower level (below CSE grade 1),12.4805042975168,815,10.2114455650505,14.7495630299831,1.15768302676851,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,NA,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,Lower level (below CSE grade 1),11.840789598685,5215,10.9638834951369,12.717695702233,0.447401073238788,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cornwall and Isles of Scilly,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,"O level, GCSE and equivalent",17.3056371686103,1256,15.2134862891644,19.3977880480563,1.06742391808468,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Devon,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,"O level, GCSE and equivalent",14.5830201262555,2865,13.2906419916433,15.8753982608677,0.659376599291948,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Dorset and Somerset,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,"O level, GCSE and equivalent",16.6890836813019,3535,15.4598666639279,17.918300698676,0.62715153947655,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Gloucestershire, Wiltshire and Bath/Bristol area",2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,"O level, GCSE and equivalent",14.7665757099727,6074,13.8743729874197,15.6587784325258,0.45520547069034,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Hampshire and Isle of Wight,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,"O level, GCSE and equivalent",15.3537283302724,4973,14.3517514869797,16.3557051735651,0.511212675149341,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Surrey, East and West Sussex",2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,"O level, GCSE and equivalent",15.2744325583749,6948,14.4285385433624,16.1203265733874,0.43157857908801,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Kent,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,"O level, GCSE and equivalent",16.3563085705632,4174,15.2341891154176,17.4784280257088,0.572509926094703,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - South,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,"O level, GCSE and equivalent",10.1299491937029,3441,9.1217998720346,11.1380985153711,0.514361898810334,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - East and North East,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,"O level, GCSE and equivalent",11.4545571077628,4656,10.5397661910073,12.3693480245184,0.466730059569158,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Inner London - East,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,"O level, GCSE and equivalent",7.79391648521621,4454,7.00661943051889,8.58121353991353,0.40168217076394,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Inner London - West,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,"O level, GCSE and equivalent",4.35925110151936,1756,3.40421180287011,5.31429040016862,0.487264948290437,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - West and North West,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,"O level, GCSE and equivalent",8.53118858827002,4913,7.75005739978877,9.31231977675128,0.398536320653702,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Berkshire, Buckinghamshire and Oxfordshire",2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,"O level, GCSE and equivalent",11.965324541366,6785,11.1930525744142,12.7375965083178,0.394016309669273,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Bedfordshire and Hertfordshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,"O level, GCSE and equivalent",15.3239312115561,4936,14.319005550346,16.3288568727662,0.512717174086793,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Essex,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,"O level, GCSE and equivalent",22.2267117207411,4302,20.98427663418,23.4691468073022,0.633895452327102,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Herefordshire, Worcestershire and Warwickshire",2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,"O level, GCSE and equivalent",16.932162490357,3844,15.7465656097275,18.1177593709865,0.604896367668105,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Midlands,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,"O level, GCSE and equivalent",15.8022627791283,6926,14.9432004451674,16.6613251130892,0.438297109163717,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Leicestershire, Rutland and Northamptonshire",2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,"O level, GCSE and equivalent",15.1967881731833,5226,14.2234731560077,16.170103190359,0.496589294477376,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Anglia,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,"O level, GCSE and equivalent",17.6807969001113,6636,16.7628778583625,18.59871594186,0.468326041708548,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Lincolnshire,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,"O level, GCSE and equivalent",18.336533551383,1840,16.5683811954672,20.1046859072987,0.902118548936608,Percentage,NA
