"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci3","Innovation and Growth","composite_index",,"Local Authority","South Lanarkshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.45,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","South Tyneside","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.918,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Southampton","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.962,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Southend-on-Sea","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.496,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Southwark","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",1.862,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","St Helens","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.789,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Staffordshire CC","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.471,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Stirling","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.298,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Stockport","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.042,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Stockton-on-Tees","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.536,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Stoke-on-Trent","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.979,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Suffolk CC","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.426,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Sunderland","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.909,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Surrey","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.869,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Sutton","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.231,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Swansea","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.077,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Swindon","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.309,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Tameside","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.156,,,,"z-score",,2
"ci3","Innovation and Growth","composite_index",,"Local Authority","Telford and Wrekin","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.32,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Thurrock","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.985,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Torbay","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.027,,,,"z-score",,2
"ci3","Innovation and Growth","composite_index",,"Local Authority","Torfaen","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.843,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Tower Hamlets","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",2.669,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Trafford","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.556,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Vale of Glamorgan","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.028,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wakefield","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.041,,,,"z-score",,2
"ci3","Innovation and Growth","composite_index",,"Local Authority","Walsall","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.783,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Waltham Forest","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.003,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wandsworth","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",1.968,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Warrington","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.254,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Warwickshire CC","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.022,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Berkshire","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.874,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Dunbartonshire","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.658,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Lothian","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.226,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Northamptonshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.318,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Sussex","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.037,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Westminster","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",5.371,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wigan","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.94,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wiltshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.214,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Windsor and Maidenhead","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.75,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wirral","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.32,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wokingham","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",1.673,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wolverhampton","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.604,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Worcestershire CC","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.194,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wrexham","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.844,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","York","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.282,,,,"z-score",,4
