"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci3","Innovation and Growth","composite_index",,"Local Authority","South Lanarkshire","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.327,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","South Tyneside","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.787,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Southampton","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.68,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Southend-on-Sea","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.732,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Southwark","time_period","2000 to 2005","zscore_category","Favourable",,,,,"2000 to 2005",1.138,,,,"z-score",,6
"ci3","Innovation and Growth","composite_index",,"Local Authority","St Helens","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.507,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Staffordshire CC","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.506,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Stirling","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.781,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Stockport","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.058,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Stockton-on-Tees","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.522,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Stoke-on-Trent","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.912,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Suffolk CC","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.195,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Sunderland","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.909,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Surrey","time_period","2000 to 2005","zscore_category","Favourable",,,,,"2000 to 2005",1.196,,,,"z-score",,6
"ci3","Innovation and Growth","composite_index",,"Local Authority","Sutton","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.277,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Swansea","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.007,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Swindon","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.647,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Tameside","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.746,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Telford and Wrekin","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.725,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Thurrock","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.864,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Torbay","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.895,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Torfaen","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.519,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Tower Hamlets","time_period","2000 to 2005","zscore_category","Most Favourable",,,,,"2000 to 2005",2.343,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Trafford","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.54,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Vale of Glamorgan","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.013,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wakefield","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.688,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Walsall","time_period","2000 to 2005","zscore_category","Unfavourable",,,,,"2000 to 2005",-1.05,,,,"z-score",,2
"ci3","Innovation and Growth","composite_index",,"Local Authority","Waltham Forest","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.201,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wandsworth","time_period","2000 to 2005","zscore_category","Favourable",,,,,"2000 to 2005",1.388,,,,"z-score",,6
"ci3","Innovation and Growth","composite_index",,"Local Authority","Warrington","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.105,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Warwickshire CC","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.196,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Berkshire","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.825,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Dunbartonshire","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.856,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Lothian","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.356,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Northamptonshire","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.192,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","West Sussex","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.026,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Westminster","time_period","2000 to 2005","zscore_category","Most Favourable",,,,,"2000 to 2005",4.798,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wigan","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.818,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wiltshire","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.087,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Windsor and Maidenhead","time_period","2000 to 2005","zscore_category","Most Favourable",,,,,"2000 to 2005",1.536,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wirral","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.21,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wokingham","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.819,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wolverhampton","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.728,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Worcestershire CC","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.185,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Wrexham","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.751,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","York","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.811,,,,"z-score",,5
